conflict_index,left_stacktrace_length,right_stacktrace_length,conflict_depth,stacktrace_diff,same_class,same_method,scenario_jar,scenario_index
137,1,1,1,0,True,True,/home/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,55
138,4,4,4,0,True,True,/home/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,55
139,1,1,1,0,True,True,/home/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,55
140,3,3,3,0,True,True,/home/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,55
141,1,1,1,0,True,True,/home/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,55
142,6,6,6,0,True,True,/home/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,56
143,1,1,1,0,True,True,/home/miningframework/output/files/discovery/99c2bc3a686bfaa15e56484c3828e1fb0e17cfd6/original-without-dependencies/merge/discovery-plugin-strategy-starter-gateway-6.11.0-SNAPSHOT.jar,57
144,1,1,1,0,True,True,/home/miningframework/output/files/discovery/b71b398b74eea4b8684bfdb091c43e58b627403d/original-without-dependencies/merge/discovery-plugin-strategy-starter-gateway-6.11.0-SNAPSHOT.jar,58
145,1,1,1,0,True,True,/home/miningframework/output/files/nfe/a4be269d5dc77dafeedaa7986ce331f1dac5bfae/original-without-dependencies/merge/nfe-3.0.31-SNAPSHOT.jar,59
146,5,5,5,0,True,True,/home/miningframework/output/files/nfe/4ac342c432689950341e05b7e8397f2ff793dbe4/original-without-dependencies/merge/nfe-3.0.6-SNAPSHOT.jar,60
147,5,5,5,0,True,True,/home/miningframework/output/files/nfe/4ac342c432689950341e05b7e8397f2ff793dbe4/original-without-dependencies/merge/nfe-3.0.6-SNAPSHOT.jar,61
148,2,2,2,0,True,True,/home/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,62
149,2,2,2,0,True,True,/home/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,62
150,1,1,1,0,True,True,/home/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,62
151,1,1,1,0,True,True,/home/miningframework/output/files/dcm4che/751257d4699542e73929367a83fe59d2989fafca/original-without-dependencies/merge/dcm4che-imageio-opencv-5.23.0.jar,63
152,1,1,1,0,True,True,/home/miningframework/output/files/dcm4che/751257d4699542e73929367a83fe59d2989fafca/original-without-dependencies/merge/dcm4che-imageio-opencv-5.23.0.jar,63
153,3,3,3,0,True,True,/home/miningframework/output/files/datasift-java/be06e5debddb07eb337ae8c84897bc47873f59f7/original-without-dependencies/merge/datasift-java-2.1.0.jar,64
154,4,4,4,0,True,True,/home/miningframework/output/files/datasift-java/be06e5debddb07eb337ae8c84897bc47873f59f7/original-without-dependencies/merge/datasift-java-2.1.0.jar,64
155,1,1,1,0,True,True,/home/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,65
156,1,1,1,0,True,True,/home/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,65
157,1,1,1,0,True,True,/home/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,65
158,1,1,1,0,True,True,/home/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,66
159,1,1,1,0,True,True,/home/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,66
160,8,3,8,5,True,True,/home/miningframework/output/files/datasift-java/63473e61923aeb786325b6edf3828aa7538be0e6/original-without-dependencies/merge/datasift-java-1.1.0-SNAPSHOT.jar,67
161,8,3,8,5,True,True,/home/miningframework/output/files/datasift-java/63473e61923aeb786325b6edf3828aa7538be0e6/original-without-dependencies/merge/datasift-java-1.1.0-SNAPSHOT.jar,68
162,1,1,1,0,True,True,/home/miningframework/output/files/orientdb-etl/889e65b57d07559f507bcef0e966f6f0612ae9dd/original-without-dependencies/merge/orientdb-etl-2.1.3.jar,69
163,1,1,1,0,True,True,/home/miningframework/output/files/orientdb-etl/889e65b57d07559f507bcef0e966f6f0612ae9dd/original-without-dependencies/merge/orientdb-etl-2.1.3.jar,69
164,5,5,5,0,True,True,/home/miningframework/output/files/orientdb-etl/889e65b57d07559f507bcef0e966f6f0612ae9dd/original-without-dependencies/merge/orientdb-etl-2.1.3.jar,70
165,1,1,1,0,True,True,/home/miningframework/output/files/camus/94ecd8cac46d23ae6dfd40fb37d149660ed2cf34/original-without-dependencies/merge/camus-sweeper-0.1.0-SNAPSHOT.jar,71
166,1,1,1,0,True,True,/home/miningframework/output/files/camus/94ecd8cac46d23ae6dfd40fb37d149660ed2cf34/original-without-dependencies/merge/camus-sweeper-0.1.0-SNAPSHOT.jar,71
167,2,2,2,0,True,True,/home/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,72
168,4,4,4,0,True,True,/home/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,72
169,3,3,3,0,True,True,/home/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,72
170,5,5,5,0,True,True,/home/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,73
171,6,6,6,0,True,True,/home/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,73
172,6,6,6,0,True,True,/home/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,74
173,3,3,3,0,True,True,/home/miningframework/output/files/jsondiff/4ac27123bccc0e733c27d3be222175e4862a5869/original-without-dependencies/merge/jsondiff-1.0-SNAPSHOT.jar,75
174,4,6,6,2,True,True,/home/miningframework/output/files/jsondiff/cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769/original-without-dependencies/merge/jsondiff-1.0-SNAPSHOT.jar,76
175,4,4,4,0,True,True,/home/miningframework/output/files/jsondiff/cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769/original-without-dependencies/merge/jsondiff-1.0-SNAPSHOT.jar,76
176,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/9a1038d1343abc2df3ead351e22d7d481bbdffbe/original-without-dependencies/merge/gemify-maven-plugin-0.22.0-SNAPSHOT.jar,77
177,2,2,2,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
178,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
179,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
180,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
181,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
182,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
183,1,1,1,0,True,True,/home/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,78
184,1,1,1,0,True,True,/home/miningframework/output/files/flyingsaucer/3f9940081e8b9710f6855a05c8dcfda73103545d/original-without-dependencies/merge/flying-saucer-pdf-9.0.10-SNAPSHOT.jar,79
185,1,1,1,0,True,True,/home/miningframework/output/files/asterisk-java/c2e7dc11a5842730c43dea7f8a0f7b7f9cc1f8ee/original-without-dependencies/merge/asterisk-java.jar,80
186,1,1,1,0,True,True,/home/miningframework/output/files/asterisk-java/c2e7dc11a5842730c43dea7f8a0f7b7f9cc1f8ee/original-without-dependencies/merge/asterisk-java.jar,80
187,1,1,1,0,True,True,/home/miningframework/output/files/asterisk-java/c2e7dc11a5842730c43dea7f8a0f7b7f9cc1f8ee/original-without-dependencies/merge/asterisk-java.jar,81
188,6,8,8,2,True,True,/home/miningframework/output/files/asterisk-java/d051cefe929eeba446139b2480f4e6006502d896/original-without-dependencies/merge/asterisk-java.jar,82
189,5,5,5,0,True,True,/home/miningframework/output/files/asterisk-java/b07617fe185d57dd38980993e1934d68e7e6c0c6/original-without-dependencies/merge/asterisk-java.jar,83
190,1,1,1,0,True,True,/home/miningframework/output/files/asterisk-java/a4b27137cc92af086da78fdfb634a441cb07e1d0/original-without-dependencies/merge/asterisk-java.jar,84
191,6,6,6,0,True,True,/home/miningframework/output/files/hawtjni/c0cfb2558b8e11edd224f08fd7da6daa84876b34/original-without-dependencies/merge/hawtjni-example-1.17-SNAPSHOT.jar,85
192,2,4,4,2,True,True,/home/miningframework/output/files/swagger-maven-plugin/5e2ac85d33d0bf03ac6148743931507b778991a3/original-without-dependencies/merge/swagger-maven-plugin-3.1.7-SNAPSHOT.jar,86
193,4,4,4,0,True,True,/home/miningframework/output/files/swagger-maven-plugin/5e2ac85d33d0bf03ac6148743931507b778991a3/original-without-dependencies/merge/swagger-maven-plugin-3.1.7-SNAPSHOT.jar,86
194,1,1,1,0,True,True,/home/miningframework/output/files/swagger-maven-plugin/79e35180ae729f232c33cc856e32ed00986b6846/original-without-dependencies/merge/swagger-maven-plugin-3.1.6-SNAPSHOT.jar,87
195,1,1,1,0,True,True,/home/miningframework/output/files/camel-ironmq/7b8e755aa410ddd2841a5471f78bf5256a647b76/original-without-dependencies/merge/camel-ironmq-2.15.3.jar,88
196,7,8,8,1,True,True,/home/miningframework/output/files/movsim/10239d7f513a507e33bba526abfe0b696af80e0d/original-without-dependencies/merge/MovsimCore-1.6.0-SNAPSHOT-jar-with-dependencies.jar,89
197,7,6,7,1,True,True,/home/miningframework/output/files/mybatis-3/40872421fec3524a83f1ed5fd9df28c25e3db46d/original-without-dependencies/merge/original-mybatis-3.4.5-SNAPSHOT.jar,90
198,1,1,1,0,True,True,/home/miningframework/output/files/movsim/dda7cfc15c5dc1102f21327f720973fa36dbc38b/original-without-dependencies/merge/movsim-0.1.jar,91
199,8,5,8,3,True,True,/home/miningframework/output/files/substeps-core/f51e19b36c2a13d3d11fe9744381a0c910d61c6f/original-without-dependencies/merge/substeps-core.jar,92
200,1,1,1,0,True,True,/home/miningframework/output/files/substeps-core/f51e19b36c2a13d3d11fe9744381a0c910d61c6f/original-without-dependencies/merge/substeps-core.jar,92
201,1,1,1,0,True,True,/home/miningframework/output/files/substeps-core/f51e19b36c2a13d3d11fe9744381a0c910d61c6f/original-without-dependencies/merge/substeps-core.jar,92
202,1,1,1,0,True,True,/home/miningframework/output/files/azure-tables-hadoop/f5ae55a8d5024fba05bd9a188ae18116b624a69d/original-without-dependencies/merge/microsoft-hadoop-azure-0.0.2.jar,93
203,1,1,1,0,True,True,/home/miningframework/output/files/azure-tables-hadoop/f5ae55a8d5024fba05bd9a188ae18116b624a69d/original-without-dependencies/merge/microsoft-hadoop-azure-0.0.2.jar,93
204,1,1,1,0,True,True,/home/miningframework/output/files/azure-tables-hadoop/f5ae55a8d5024fba05bd9a188ae18116b624a69d/original-without-dependencies/merge/microsoft-hadoop-azure-0.0.2.jar,93
205,1,1,1,0,True,True,/home/miningframework/output/files/otr4j/445fe2a8ad55d7da4043a22a4adc2c09ee4097f4/original-without-dependencies/merge/org.otr4j-0.23-SNAPSHOT.jar,94
206,1,1,1,0,True,True,/home/miningframework/output/files/otr4j/445fe2a8ad55d7da4043a22a4adc2c09ee4097f4/original-without-dependencies/merge/org.otr4j-0.23-SNAPSHOT.jar,95
207,5,5,5,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
208,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
209,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
210,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
211,2,2,2,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
212,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
213,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
214,4,4,4,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
215,2,2,2,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
216,2,2,2,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
217,4,4,4,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
218,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
219,3,3,3,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
220,2,2,2,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,96
221,2,2,2,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,97
222,3,3,3,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,97
223,3,3,3,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,98
224,1,1,1,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,98
225,2,2,2,0,True,True,/home/miningframework/output/files/lyra/14e69c369afca578a1fd2796c2f6588f2cfe90b8/original-without-dependencies/merge/lyra-0.3.2-SNAPSHOT.jar,98
226,5,5,5,0,True,True,/home/miningframework/output/files/shazamcrest/9be9807f1cf79c5a11d69fde25afc99f3fb2f40c/original-without-dependencies/merge/shazamcrest-0.11-SNAPSHOT.jar,99
227,2,3,3,1,True,True,/home/miningframework/output/files/hdiv/2f9993190a5d9e153c693e8060ef8050f2fe2baa/original-without-dependencies/merge/hdiv-core-3.1.0-SNAPSHOT.jar,100
228,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
229,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
230,4,4,4,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
231,5,5,5,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
232,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
233,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
234,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
235,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
236,1,1,1,0,True,True,/home/miningframework/output/files/ninja/335e2c3e80a2687ceb8ae90a08a6228ef6daef02/original-without-dependencies/merge/ninja-core-5.1.5-SNAPSHOT.jar,101
237,2,2,2,0,True,True,/home/miningframework/output/files/sdk-java/afce3a22ad47ca4eb3292a0285d378c4ae4cc605/original-without-dependencies/merge/sdk-java-2.0.0-SNAPSHOT.jar,102
238,2,2,2,0,True,True,/home/miningframework/output/files/sdk-java/afce3a22ad47ca4eb3292a0285d378c4ae4cc605/original-without-dependencies/merge/sdk-java-2.0.0-SNAPSHOT.jar,103
239,4,4,4,0,True,True,/home/miningframework/output/files/name-parser/3c1d815c087b4201c84f5bae97c9760487776e06/original-without-dependencies/merge/name-parser-api-3.8.6-SNAPSHOT-tests.jar,104
240,3,3,3,0,True,True,/home/miningframework/output/files/name-parser/3c1d815c087b4201c84f5bae97c9760487776e06/original-without-dependencies/merge/name-parser-api-3.8.6-SNAPSHOT-tests.jar,104
241,6,6,6,0,True,True,/home/miningframework/output/files/qlrm/e03f1617f3978b3a1906f96e92317514eef243ff/original-without-dependencies/merge/qlrm-1.6.5-SNAPSHOT.jar,105
242,11,10,11,1,True,True,/home/miningframework/output/files/redpen/cdc1310dbdc5ff2636e233c49ef4ef018d1c5f36/original-without-dependencies/merge/redpen-core-1.5.6-SNAPSHOT.jar,106
243,4,4,4,0,True,True,/home/miningframework/output/files/redpen/6070b11414a006e8f3c05e457543200a9f558809/original-without-dependencies/merge/redpen-core-1.5.6-SNAPSHOT.jar,107
244,3,4,4,1,True,True,/home/miningframework/output/files/jline2/5acfe5945383a620910a2d78eb131af86efe7022/original-without-dependencies/merge/original-jline-2.7-SNAPSHOT.jar,108
245,2,2,2,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,109
246,1,1,1,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,109
247,2,2,2,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,109
248,6,8,8,2,True,True,/home/miningframework/output/files/pebble/b092f5eee672fdf7f8100336b35e37a9876f6f72/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,110
249,3,6,6,3,True,True,/home/miningframework/output/files/pebble/b092f5eee672fdf7f8100336b35e37a9876f6f72/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,110
250,2,2,2,0,True,True,/home/miningframework/output/files/pebble/c8c30f79bfa1849d04e41ed14402ddc2f2746fe9/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,111
251,2,2,2,0,True,True,/home/miningframework/output/files/pebble/c8c30f79bfa1849d04e41ed14402ddc2f2746fe9/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,111
252,2,2,2,0,True,True,/home/miningframework/output/files/pebble/a0e7bc09e4cfff141e0e05d2e788b07919b78995/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,112
253,6,6,6,0,True,True,/home/miningframework/output/files/qlrm/e03f1617f3978b3a1906f96e92317514eef243ff/original-without-dependencies/merge/qlrm-1.6.5-SNAPSHOT.jar,113
254,2,2,2,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,114
255,1,1,1,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,114
256,2,2,2,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,114
257,6,8,8,2,True,True,/home/miningframework/output/files/pebble/b092f5eee672fdf7f8100336b35e37a9876f6f72/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,115
258,3,6,6,3,True,True,/home/miningframework/output/files/pebble/b092f5eee672fdf7f8100336b35e37a9876f6f72/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,115
259,2,2,2,0,True,True,/home/miningframework/output/files/pebble/c8c30f79bfa1849d04e41ed14402ddc2f2746fe9/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,116
260,2,2,2,0,True,True,/home/miningframework/output/files/pebble/c8c30f79bfa1849d04e41ed14402ddc2f2746fe9/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,116
261,2,2,2,0,True,True,/home/miningframework/output/files/pebble/a0e7bc09e4cfff141e0e05d2e788b07919b78995/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,117
262,6,6,6,0,True,True,/home/miningframework/output/files/qlrm/e03f1617f3978b3a1906f96e92317514eef243ff/original-without-dependencies/merge/qlrm-1.6.5-SNAPSHOT.jar,118
263,3,2,3,1,True,True,/home/miningframework/output/files/overture/183044a608970fa550c097fdd98216a182cc895d/original-without-dependencies/merge/Overture-2.6.5-SNAPSHOT.jar,119
264,2,2,2,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,120
265,1,1,1,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,120
266,2,2,2,0,True,True,/home/miningframework/output/files/pebble/aa932204dedbe24bdefeb75593385eb0c091e7f7/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,120
267,6,8,8,2,True,True,/home/miningframework/output/files/pebble/b092f5eee672fdf7f8100336b35e37a9876f6f72/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,121
268,3,6,6,3,True,True,/home/miningframework/output/files/pebble/b092f5eee672fdf7f8100336b35e37a9876f6f72/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,121
269,2,2,2,0,True,True,/home/miningframework/output/files/pebble/c8c30f79bfa1849d04e41ed14402ddc2f2746fe9/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,122
270,2,2,2,0,True,True,/home/miningframework/output/files/pebble/c8c30f79bfa1849d04e41ed14402ddc2f2746fe9/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,122
271,2,2,2,0,True,True,/home/miningframework/output/files/pebble/a0e7bc09e4cfff141e0e05d2e788b07919b78995/original-without-dependencies/merge/pebble-3.0.0-SNAPSHOT.jar,123
272,1,1,1,0,True,True,/home/miningframework/output/files/elasticsearch-analysis-morfologik/6024cb183c93a9bcde34205c97b4a1dfb3694ac5/original-without-dependencies/merge/original-elasticsearch-analysis-morfologik-2.1.jar,124
273,1,1,1,0,True,True,/home/miningframework/output/files/elasticsearch-analysis-morfologik/6024cb183c93a9bcde34205c97b4a1dfb3694ac5/original-without-dependencies/merge/original-elasticsearch-analysis-morfologik-2.1.jar,124
274,3,3,3,0,True,True,/home/miningframework/output/files/openpnp/f1d9c747ac3d7f0376b56e1c81f4da617f396e98/original-without-dependencies/merge/openpnp-gui-0.0.1-alpha-SNAPSHOT.jar,125
275,1,1,1,0,True,True,/home/miningframework/output/files/openpnp/f1d9c747ac3d7f0376b56e1c81f4da617f396e98/original-without-dependencies/merge/openpnp-gui-0.0.1-alpha-SNAPSHOT.jar,125
276,4,4,4,0,True,True,/home/miningframework/output/files/openpnp/f1d9c747ac3d7f0376b56e1c81f4da617f396e98/original-without-dependencies/merge/openpnp-gui-0.0.1-alpha-SNAPSHOT.jar,125
277,4,4,4,0,True,True,/home/miningframework/output/files/openpnp/f1d9c747ac3d7f0376b56e1c81f4da617f396e98/original-without-dependencies/merge/openpnp-gui-0.0.1-alpha-SNAPSHOT.jar,125
278,3,3,3,0,True,True,/home/miningframework/output/files/openpnp/db3203525ab5fe997c4cf7f90dce74d9d5c74943/original-without-dependencies/merge/openpnp-gui-0.0.1-alpha-SNAPSHOT.jar,126
279,5,5,5,0,True,True,/home/miningframework/output/files/openpnp/db3203525ab5fe997c4cf7f90dce74d9d5c74943/original-without-dependencies/merge/openpnp-gui-0.0.1-alpha-SNAPSHOT.jar,126
