conflict_index,left_stacktrace_length,right_stacktrace_length,conflict_depth,stacktrace_diff,same_class,same_method,same_start_class,same_start_method,scenario_jar,scenario_index
16,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT.jar,4
17,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT.jar,4
18,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT.jar,4
19,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT.jar,4
20,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
21,9,9,9,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
22,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
23,10,10,10,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
24,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
25,6,6,6,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
26,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
27,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
28,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
29,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
30,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
31,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
32,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
33,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,5
34,9,9,9,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,6
35,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,6
36,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,7
37,8,8,8,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,7
38,10,10,10,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,7
39,8,8,8,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,8
40,10,10,10,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,8
41,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,8
42,8,8,8,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,9
43,10,10,10,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,9
44,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,9
45,8,8,8,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,10
46,10,10,10,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,10
47,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,10
48,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/google-oauth-plugin/94f08c7c32d576d99ddd3e215b67653fc99eaeca/original-without-dependencies/merge/google-oauth-plugin.jar,11
49,5,3,5,2,True,True,True,True,/home/oav2/miningframework/output/files/ec2-plugin/6520e9f879484a1b38e0abebc3b88de7662d2cb5/original-without-dependencies/merge/ec2.jar,12
50,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/active-directory-plugin/2ea4fe7df1bd84db4fc64f04053f6e23a3460df6/original-without-dependencies/merge/active-directory.jar,13
51,3,8,8,5,True,True,True,True,/home/oav2/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,14
52,3,8,8,5,True,True,True,True,/home/oav2/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,14
53,4,3,4,1,True,True,True,True,/home/oav2/miningframework/output/files/log-parser-plugin/a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8/original-without-dependencies/merge/log-parser.jar,15
54,3,3,3,0,True,False,True,True,/home/oav2/miningframework/output/files/coverity-plugin/22b9d50b9e08c024210a30efab4f82b3933f56e6/original-without-dependencies/merge/coverity.jar,16
55,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/e6e4f8a32b62f8753af9950b4f434ec4e7ffd07f/original-without-dependencies/merge/coverity.jar,17
56,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/e6e4f8a32b62f8753af9950b4f434ec4e7ffd07f/original-without-dependencies/merge/coverity.jar,17
57,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/maven-hpi-plugin/d65f4ba879cf14e39c5e502787d736afa054ea92/original-without-dependencies/merge/maven-hpi-plugin-3.44-SNAPSHOT.jar,18
58,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,19
59,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,19
60,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,20
61,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,20
62,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,21
63,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,21
64,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,22
65,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,22
66,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,23
67,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,23
68,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,24
69,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
70,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
71,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
72,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
73,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
74,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
75,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
76,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
77,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
78,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
79,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
80,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,25
81,3,4,4,1,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,26
82,2,1,2,1,True,False,True,True,/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,26
83,3,2,3,1,True,False,True,True,/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,26
84,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,27
85,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,27
86,9,10,10,1,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,28
87,6,9,9,3,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,28
88,10,8,10,2,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,28
89,9,6,9,3,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,29
90,8,10,10,2,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,29
91,8,7,8,1,True,True,True,True,/home/oav2/miningframework/output/files/typescript-generator/1c03813f0d5593fbea4d3572a6ef028da3f034bd/original-without-dependencies/merge/typescript-generator-core-1.16-SNAPSHOT.jar,30
92,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,31
93,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,31
94,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,31
95,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,31
96,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/88ff010738dcb2c9e0726af7b6a7feb4daf1f333/original-without-dependencies/merge/cf-helloworld-server-3.0.0-SNAPSHOT.jar,32
97,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/4f29e53f0a4805f5a85c73d0bfa314606494611d/original-without-dependencies/merge/cf-helloworld-server-2.4.0-SNAPSHOT.jar,33
98,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/14cecab828b7b2ee4aa3e1728dff84940404fb02/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,34
99,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,35
100,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,35
101,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,35
102,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,35
103,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/65fb4b434c390988653d6eec5ae61a4a60ef3f7a/original-without-dependencies/merge/proguard-maven-plugin-2.0.15-SNAPSHOT.jar,36
104,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,37
105,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,37
106,5,2,5,3,True,True,True,True,/home/oav2/miningframework/output/files/californium/54e272279f793bc458312aeab5105779434513e3/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,38
107,2,3,3,1,True,True,True,True,/home/oav2/miningframework/output/files/californium/677286ef24f95757ec5b9ec89648a99bba9bdd67/original-without-dependencies/merge/californium-core-2.0.0-SNAPSHOT.jar,39
108,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/677286ef24f95757ec5b9ec89648a99bba9bdd67/original-without-dependencies/merge/californium-core-2.0.0-SNAPSHOT.jar,40
109,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/0cc8e8652e7ff21b1215e3f486d592d6aad9c3bb/original-without-dependencies/merge/californium-osgi-2.0.0-SNAPSHOT.jar,41
110,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/jndn/62f89871b57a8bc206428dacff6bde4e6fd305c3/original-without-dependencies/merge/jndn-0.7.jar,42
111,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/spark/86bef5bbb81339f758b65b80a8488c5a10ef4d41/original-without-dependencies/merge/spark-core-2.5.6-SNAPSHOT.jar,43
112,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,44
113,4,2,4,2,True,True,True,True,/home/oav2/miningframework/output/files/pom-manipulation-ext/a282eb864b0390a93e0559ccce1cfa4ab624112b/original-without-dependencies/merge/pom-manipulation-io-3.7-SNAPSHOT.jar,45
114,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,46
115,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,46
116,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,46
117,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-gpl-5.9.0-SNAPSHOT.jar,47
118,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
119,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
120,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
121,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
122,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
123,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
124,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,48
125,1,8,8,7,True,True,True,True,/home/oav2/miningframework/output/files/jadb/6c84fe654222121475fb066fd217db3143fb901a/original-without-dependencies/merge/jadb-1.1.0-SNAPSHOT.jar,49
126,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/spotify-web-api-java/e836da54e76e85cf60a2b34fc264e75a21d6f97a/original-without-dependencies/merge/spotify-web-api-java-9.0.0-RC1.jar,50
127,8,8,8,0,True,True,True,True,/home/oav2/miningframework/output/files/wsc/f617922ebb458d3e0df5769ad3792a1e683b05b1/original-without-dependencies/merge/force-wsc-36.1.1-uber.jar,51
128,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/launch4j-maven-plugin/fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea/original-without-dependencies/merge/launch4j-maven-plugin-1.7.9-SNAPSHOT.jar,52
