conflict_index,left_stacktrace_length,right_stacktrace_length,conflict_depth,stacktrace_diff,same_class,same_method,same_start_class,same_start_method,scenario_jar,scenario_index
127,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
128,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
129,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
130,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
131,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
132,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
133,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
134,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
135,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,54
136,2,4,4,2,True,True,True,True,/home/oav2/miningframework/output/files/mongodb-async-driver/d2f6677f0192ca72fb886a38029b7690dabcc7a0/original-without-dependencies/merge/mongodb-async-driver-1.2.4-SNAPSHOT.jar,55
137,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
138,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
139,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
140,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
141,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
142,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
143,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
144,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
145,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
146,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
147,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
148,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
149,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
150,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,56
151,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,57
152,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,58
153,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,58
154,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,58
155,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,58
156,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,58
157,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,58
158,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,59
159,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,59
160,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/mongodb-async-driver/2df4f3664dbf6f7217cd03ea369c9f7d28427892/original-without-dependencies/merge/mongodb-async-driver-1.1.0-SNAPSHOT.jar,60
161,2,5,5,3,True,True,True,True,/home/oav2/miningframework/output/files/vectorz/889e8999395fb5f60266d32bec790fc2ad3daeb8/original-without-dependencies/merge/vectorz-0.33.1-SNAPSHOT.jar,61
162,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,62
163,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,62
164,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,62
165,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,62
166,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,62
167,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
168,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
169,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
170,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
171,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
172,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
173,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
174,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
175,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
176,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
177,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
178,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
179,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/log-synth/83316ef849229d87b24ce5d0d6d54f1f76764759/original-without-dependencies/merge/log-synth-0.1-SNAPSHOT-jar-with-dependencies.jar,63
180,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/scim-schema/3f675dd978c33c6f953bfda952bf10707d8a35b0/original-without-dependencies/merge/scim-schema-0.40-SNAPSHOT.jar,64
181,5,4,5,1,True,False,True,True,/home/oav2/miningframework/output/files/a/3497235f96c45ea39d2be68ded078b07a4d1a17c/original-without-dependencies/merge/a-1.5.1-SNAPSHOT-jar-with-dependencies.jar,65
182,5,5,5,0,False,False,True,True,/home/oav2/miningframework/output/files/cglib/e734a97d4a6ab4c04f82ba79996bf27b12f5156a/original-without-dependencies/merge/uber-cglib-nodep-3.2.4-SNAPSHOT.jar,66
183,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/vraptor-test/1c3d2c41ff4296c14871ee53be77059a2467b0d8/original-without-dependencies/merge/vraptor-test-4.0.1-SNAPSHOT.jar,67
184,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/iban4j/52ace4f3cfdb442793c5a0b0f4b58c8fa5397c69/original-without-dependencies/merge/iban4j-3.2.4-RELEASE.jar,68
185,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/iban4j/f3bf7d2b03dc703f74882f2f478e90e86db121a1/original-without-dependencies/merge/iban4j-3.2.3-RELEASE.jar,69
186,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/iban4j/f3bf7d2b03dc703f74882f2f478e90e86db121a1/original-without-dependencies/merge/iban4j-3.2.3-RELEASE.jar,69
187,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/iban4j/f3bf7d2b03dc703f74882f2f478e90e86db121a1/original-without-dependencies/merge/iban4j-3.2.3-RELEASE.jar,69
188,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/iban4j/cb73f417d976a89c1b5066506a6ec368556845f6/original-without-dependencies/merge/iban4j-3.2.2-RELEASE.jar,70
189,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/canal/10930b9e3d7a006f4c1c0eba42dfa6bfddc0a468/original-without-dependencies/merge/canal.parse-1.0.21-SNAPSHOT.jar,71
190,2,3,3,1,True,False,True,True,/home/oav2/miningframework/output/files/canal/10930b9e3d7a006f4c1c0eba42dfa6bfddc0a468/original-without-dependencies/merge/canal.parse-1.0.21-SNAPSHOT.jar,71
191,2,3,3,1,True,False,True,True,/home/oav2/miningframework/output/files/canal/10930b9e3d7a006f4c1c0eba42dfa6bfddc0a468/original-without-dependencies/merge/canal.parse-1.0.21-SNAPSHOT.jar,71
192,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/roller/a963bb123df4591e12bfc0511791d9c79a71c0f7/original-without-dependencies/merge/roller-classes.jar,72
193,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/accumulo/7688eaf0b684a2bb76a0b49bff9a79763d41a8e5/original-without-dependencies/merge/accumulo-fate-1.6.0-SNAPSHOT.jar,73
194,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/accumulo/8312b0740ecdfaff7afd963e8bab91a0bfdeafd1/original-without-dependencies/merge/accumulo-core-1.6.0-SNAPSHOT.jar,74
195,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/accumulo/8312b0740ecdfaff7afd963e8bab91a0bfdeafd1/original-without-dependencies/merge/accumulo-core-1.6.0-SNAPSHOT.jar,74
196,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/accumulo/8312b0740ecdfaff7afd963e8bab91a0bfdeafd1/original-without-dependencies/merge/accumulo-core-1.6.0-SNAPSHOT.jar,74
197,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/staxmapper/8df8c6aad07328ccec3c4326485074342d85673b/original-without-dependencies/merge/staxmapper-1.2.0.Beta1-SNAPSHOT.jar,75
198,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,76
199,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,76
200,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,76
201,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,76
202,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,77
203,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,77
204,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/discovery/99c2bc3a686bfaa15e56484c3828e1fb0e17cfd6/original-without-dependencies/merge/discovery-plugin-strategy-starter-gateway-6.11.0-SNAPSHOT.jar,78
205,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/discovery/b71b398b74eea4b8684bfdb091c43e58b627403d/original-without-dependencies/merge/discovery-plugin-strategy-starter-gateway-6.11.0-SNAPSHOT.jar,79
206,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/onebusaway-application-modules/ba2d6fe10eae216d17524dc64f80ae34df5adef6/original-without-dependencies/merge/onebusaway-phone-2.3.4-cs-SNAPSHOT-withAllDependencies.jar,80
207,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/onebusaway-application-modules/a21c48b8807544c88faf02f00c51ae2bd26d3d8b/original-without-dependencies/merge/onebusaway-phone-2.2.8-cs-SNAPSHOT-withAllDependencies.jar,81
208,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/nfe/a4be269d5dc77dafeedaa7986ce331f1dac5bfae/original-without-dependencies/merge/nfe-3.0.31-SNAPSHOT.jar,82
209,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/nfe/4ac342c432689950341e05b7e8397f2ff793dbe4/original-without-dependencies/merge/nfe-3.0.6-SNAPSHOT.jar,83
210,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/nfe/4ac342c432689950341e05b7e8397f2ff793dbe4/original-without-dependencies/merge/nfe-3.0.6-SNAPSHOT.jar,84
211,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,85
212,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,85
213,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,85
214,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/dcm4che/751257d4699542e73929367a83fe59d2989fafca/original-without-dependencies/merge/dcm4che-imageio-opencv-5.23.0.jar,86
215,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/be06e5debddb07eb337ae8c84897bc47873f59f7/original-without-dependencies/merge/datasift-java-2.1.0.jar,87
216,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/be06e5debddb07eb337ae8c84897bc47873f59f7/original-without-dependencies/merge/datasift-java-2.1.0.jar,87
217,4,5,5,1,True,True,True,True,/home/oav2/miningframework/output/files/camus/5b74b04dd711168ab082d2aec6363675f8eb6a87/original-without-dependencies/merge/camus-example-0.1.0-SNAPSHOT-shaded.jar,88
218,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,89
219,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,89
220,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,89
221,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,90
222,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,90
223,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,90
224,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/camus/b9c601035667c2880778667d7cb559af238ed745/original-without-dependencies/merge/camus-example-0.1.0-SNAPSHOT-shaded.jar,91
225,3,3,3,0,True,False,True,True,/home/oav2/miningframework/output/files/datasift-java/63473e61923aeb786325b6edf3828aa7538be0e6/original-without-dependencies/merge/datasift-java-1.1.0-SNAPSHOT.jar,92
226,3,3,3,0,True,False,True,True,/home/oav2/miningframework/output/files/datasift-java/63473e61923aeb786325b6edf3828aa7538be0e6/original-without-dependencies/merge/datasift-java-1.1.0-SNAPSHOT.jar,93
227,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/orientdb-etl/889e65b57d07559f507bcef0e966f6f0612ae9dd/original-without-dependencies/merge/orientdb-etl-2.1.3.jar,94
228,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/orientdb-etl/889e65b57d07559f507bcef0e966f6f0612ae9dd/original-without-dependencies/merge/orientdb-etl-2.1.3.jar,94
229,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/orientdb-etl/889e65b57d07559f507bcef0e966f6f0612ae9dd/original-without-dependencies/merge/orientdb-etl-2.1.3.jar,95
230,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/camus/94ecd8cac46d23ae6dfd40fb37d149660ed2cf34/original-without-dependencies/merge/camus-sweeper-0.1.0-SNAPSHOT.jar,96
231,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/camus/94ecd8cac46d23ae6dfd40fb37d149660ed2cf34/original-without-dependencies/merge/camus-sweeper-0.1.0-SNAPSHOT.jar,96
232,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,97
233,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,97
234,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,97
235,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,98
236,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,98
237,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/geoserver-manager/352e241e0bf2b9c4a7d640dd5ca7795e1b5d303a/original-without-dependencies/merge/geoserver-manager-1.2-SNAPSHOT.jar,99
238,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/jsondiff/4ac27123bccc0e733c27d3be222175e4862a5869/original-without-dependencies/merge/jsondiff-1.0-SNAPSHOT.jar,100
239,4,5,5,1,True,True,True,True,/home/oav2/miningframework/output/files/jsondiff/cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769/original-without-dependencies/merge/jsondiff-1.0-SNAPSHOT.jar,101
240,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/jsondiff/cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769/original-without-dependencies/merge/jsondiff-1.0-SNAPSHOT.jar,101
241,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/9a1038d1343abc2df3ead351e22d7d481bbdffbe/original-without-dependencies/merge/gemify-maven-plugin-0.22.0-SNAPSHOT.jar,102
242,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
243,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
244,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
245,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
246,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
247,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
248,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jruby-maven-plugins/1b783e16c0c48cfd4ac14e4bb393963879969688/original-without-dependencies/merge/gem-maven-plugin-0.22.0-SNAPSHOT.jar,103
249,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/flyingsaucer/3f9940081e8b9710f6855a05c8dcfda73103545d/original-without-dependencies/merge/flying-saucer-pdf-9.0.10-SNAPSHOT.jar,104
250,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/asterisk-java/c2e7dc11a5842730c43dea7f8a0f7b7f9cc1f8ee/original-without-dependencies/merge/asterisk-java.jar,105
251,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/asterisk-java/c2e7dc11a5842730c43dea7f8a0f7b7f9cc1f8ee/original-without-dependencies/merge/asterisk-java.jar,105
252,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/asterisk-java/c2e7dc11a5842730c43dea7f8a0f7b7f9cc1f8ee/original-without-dependencies/merge/asterisk-java.jar,106
253,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/asterisk-java/b07617fe185d57dd38980993e1934d68e7e6c0c6/original-without-dependencies/merge/asterisk-java.jar,107
254,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/asterisk-java/a4b27137cc92af086da78fdfb634a441cb07e1d0/original-without-dependencies/merge/asterisk-java.jar,108
