project;class;method;merge commit;OA Inter;Time
helpscout-api-java;net.helpscout.api.ApiClient;getPage(String, Map<String,String>, Class<?>, int);f606dc7048e32d8953594011ce7a80f8f325a5eb;false;3.84100
hbnpojogen;com.felees.hbnpojogen.Config;fillBasicEntries();16f458ccc0b3675ec72a298481794ed4afd70666;true;23.87800
hprof-parser;edu.tufts.eaftan.hprofparser.parser.HprofParser;parseRecord(DataInput, int);3668fd734f79c2b949f0703654dfda812c800707;true;4.15200
helpscout-api-java;net.helpscout.api.ApiClient;setFields(String, List<String>);7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3;true;2.51700
helpscout-api-java;net.helpscout.api.ApiClient;getPage(String, Class<?>, int);7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3;true;2.54600
helpscout-api-java;net.helpscout.api.Parser;Parser();7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3;true;2.29300
helpscout-api-java;net.helpscout.api.adapters.ThreadsAdapater;deserialize(JsonElement, Type, JsonDeserializationContext);b4963a5777344c814c99822967351c819072fbf5;false;2.43000
ldp-testsuite;org.w3.ldp.testsuite.reporter.LdpHtmlReporter;getAdditionalInfo(ITestResult, ITestNGMethod);a7515238ae8139c8d6b2ee7e042183294ca3869f;true;2.94600
ldp-testsuite;org.w3.ldp.testsuite.reporter.LdpEarlTestManifest;generateInformation(Method, String, ArrayList<ArrayList<Resource>>);a8f3dba6c261c5d9f6d8eff73f72e2712b9d25a4;false;2.69800
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;shutdown(IJettyConfiguration);6a9f52a5377a484397eeca4b0511f356f493696f;true;49.49900
jetty-bootstrap;org.teknux.jettybootstrap.handler.AbstractAppJettyHandler;createHandler();17deab171882d57f5d02052ea6e631cb11aa0d55;true;53.40300
jetty-bootstrap;org.teknux.jettybootstrap.handler.AbstractJettyHandler;getHandler();17deab171882d57f5d02052ea6e631cb11aa0d55;true;50.77400
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addWarApp(String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;true;52.92500
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addExplodedWarAppFromClasspath(String, String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;true;49.85600
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addExplodedWarApp(String, String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;true;53.43500
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addHandler(Handler);17deab171882d57f5d02052ea6e631cb11aa0d55;false;48.99000
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;addWarAppFromClasspath(String, String);17deab171882d57f5d02052ea6e631cb11aa0d55;true;51.83400
jetty-bootstrap;org.teknux.jettybootstrap.JettyBootstrap;stopServer();8a2b05ce18ff6c5ee8887b1c320c9735636126da;false;2.18100
sectioned-view-plugin;hudson.plugins.sectioned_view.SectionedViewSectionDescriptor;newInstance(StaplerRequest, JSONObject);f79afadc89e325e4258847928fd9392dd78e5b64;false;2.05800
