Time_Sec,CPU_Percent,Memory_GB
0.0,0.0,0.0017
1.0,234.5,0.2233
2.01,9.0,0.4807
3.01,268.9,0.6976
4.01,287.9,0.8377
5.02,321.0,0.9464
6.02,338.0,1.0695
7.02,342.7,1.185
8.03,291.9,1.2966
9.03,185.5,1.4562
10.04,319.4,1.6642
11.04,314.0,1.8492
12.04,359.6,1.9864
13.05,338.8,2.2103
14.05,12.0,1.5571
15.06,2224.2,1.8228
16.06,320.3,2.1618
17.06,348.2,2.2952
18.07,347.2,2.5465
19.07,329.0,2.8272
20.08,331.3,3.0053
21.08,322.3,3.2078
22.09,308.4,3.475
23.09,308.6,3.8391
24.1,309.3,4.1507
25.1,305.4,4.4831
26.11,306.5,4.7745
27.11,310.6,4.9996
28.12,304.4,5.2337
29.12,320.1,5.5534
30.13,170.1,5.9949
31.13,124.3,6.4437
32.14,177.2,6.818
33.14,129.3,6.8376
34.15,214.9,6.8376
35.15,100.5,6.8376
36.16,103.5,6.8376
37.16,119.4,6.8376
38.17,124.3,6.8379
39.17,124.4,6.8994
40.18,142.3,6.9383
41.18,234.8,6.9388
42.19,149.2,6.9392
43.19,100.5,6.9392
44.2,131.3,6.9395
45.2,153.5,7.1319
46.21,114.5,1.5628
47.21,9.0,1.8222
48.22,327.9,1.9158
49.22,201.0,1.9772
50.22,207.1,2.0653
51.23,10.0,1.7686
52.23,327.2,1.9062
53.24,11.0,1.6603
54.24,286.5,1.8173
55.24,333.9,1.9308
56.25,9.0,1.6779
57.25,318.3,1.8545
58.25,369.0,1.9852
59.26,3.0,1.7606
60.26,292.1,1.883
61.27,5.0,1.6667
62.27,293.9,1.8353
63.27,347.9,1.9576
64.28,8.0,1.6587
65.28,314.0,1.8466
66.28,329.0,1.9477
67.29,5.0,1.6291
68.29,293.4,1.8512
69.3,316.3,2.1851
70.3,279.7,2.4991
71.31,327.2,2.6204
72.31,355.9,2.7992
73.32,321.6,2.9038
74.32,301.4,3.0348
75.33,312.5,3.1856
76.33,303.5,3.3893
77.34,295.4,3.5542
78.34,306.6,3.7415
79.35,303.4,3.9022
80.35,302.6,4.0913
81.36,265.6,4.3282
82.36,308.3,4.56
83.37,304.4,4.8724
84.37,273.5,5.099
85.38,308.0,5.429
86.38,309.4,5.6341
87.39,282.9,5.8663
88.39,231.8,6.0958
89.4,229.9,6.2915
90.4,242.7,6.4981
91.41,206.9,6.9098
92.41,184.1,6.9618
93.42,190.0,6.9618
94.42,203.3,6.9618
95.43,129.4,7.0465
96.43,154.2,7.0618
97.44,108.5,7.0621
98.44,149.2,7.0621
99.44,153.5,7.0625
100.45,184.1,7.0625
101.45,129.3,7.0626
102.46,119.1,7.0626
103.47,133.3,7.0626
104.47,122.3,7.0626
105.48,104.4,7.0626
106.48,117.4,7.0626
107.49,119.4,7.0626
108.49,130.3,7.0626
109.5,115.4,7.0626
110.5,104.6,7.0626
111.51,218.9,7.5564
112.51,131.3,7.6045
