conflict_index,left_stacktrace_length,right_stacktrace_length,conflict_depth,stacktrace_diff,same_class,same_method,same_start_class,same_start_method,scenario_jar,scenario_index
29,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/e6e4f8a32b62f8753af9950b4f434ec4e7ffd07f/original-without-dependencies/merge/coverity.jar,12
30,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/maven-hpi-plugin/d65f4ba879cf14e39c5e502787d736afa054ea92/original-without-dependencies/merge/maven-hpi-plugin-3.44-SNAPSHOT.jar,13
31,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,14
32,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,14
33,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,15
34,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,15
35,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,16
36,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,16
37,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,17
38,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,17
39,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,18
40,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,18
41,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,19
42,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
43,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
44,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
45,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
46,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
47,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
48,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
49,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
50,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
51,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
52,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
53,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,20
54,3,4,4,1,True,True,True,True,/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,21
55,2,1,2,1,True,False,True,True,/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,21
56,3,2,3,1,True,False,True,True,/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,21
57,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,22
58,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,22
59,9,10,10,1,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,23
60,6,9,9,3,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,23
61,10,8,10,2,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,23
62,9,6,9,3,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,24
63,8,6,8,2,True,True,True,True,/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,24
64,8,7,8,1,True,True,True,True,/home/oav2/miningframework/output/files/typescript-generator/1c03813f0d5593fbea4d3572a6ef028da3f034bd/original-without-dependencies/merge/typescript-generator-core-1.16-SNAPSHOT.jar,25
65,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,26
66,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,26
67,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,26
68,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,26
69,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/88ff010738dcb2c9e0726af7b6a7feb4daf1f333/original-without-dependencies/merge/cf-helloworld-server-3.0.0-SNAPSHOT.jar,27
70,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/4f29e53f0a4805f5a85c73d0bfa314606494611d/original-without-dependencies/merge/cf-helloworld-server-2.4.0-SNAPSHOT.jar,28
71,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/14cecab828b7b2ee4aa3e1728dff84940404fb02/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,29
72,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,30
73,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,30
74,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,30
75,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,30
76,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/proguard-maven-plugin/65fb4b434c390988653d6eec5ae61a4a60ef3f7a/original-without-dependencies/merge/proguard-maven-plugin-2.0.15-SNAPSHOT.jar,31
77,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,32
78,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,32
79,5,2,5,3,True,True,True,True,/home/oav2/miningframework/output/files/californium/54e272279f793bc458312aeab5105779434513e3/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,33
80,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/californium/677286ef24f95757ec5b9ec89648a99bba9bdd67/original-without-dependencies/merge/californium-core-2.0.0-SNAPSHOT.jar,34
81,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/jndn/62f89871b57a8bc206428dacff6bde4e6fd305c3/original-without-dependencies/merge/jndn-0.7.jar,35
82,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/spark/86bef5bbb81339f758b65b80a8488c5a10ef4d41/original-without-dependencies/merge/spark-core-2.5.6-SNAPSHOT.jar,36
83,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,37
84,4,2,4,2,True,True,True,True,/home/oav2/miningframework/output/files/pom-manipulation-ext/a282eb864b0390a93e0559ccce1cfa4ab624112b/original-without-dependencies/merge/pom-manipulation-io-3.7-SNAPSHOT.jar,38
85,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,39
86,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,39
87,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,39
88,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-gpl-5.9.0-SNAPSHOT.jar,40
89,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
90,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
91,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
92,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
93,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
94,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
95,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,41
96,1,8,8,7,True,True,True,True,/home/oav2/miningframework/output/files/jadb/6c84fe654222121475fb066fd217db3143fb901a/original-without-dependencies/merge/jadb-1.1.0-SNAPSHOT.jar,42
97,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/spotify-web-api-java/e836da54e76e85cf60a2b34fc264e75a21d6f97a/original-without-dependencies/merge/spotify-web-api-java-9.0.0-RC1.jar,43
98,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/launch4j-maven-plugin/fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea/original-without-dependencies/merge/launch4j-maven-plugin-1.7.9-SNAPSHOT.jar,44
99,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/launch4j-maven-plugin/fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea/original-without-dependencies/merge/launch4j-maven-plugin-1.7.9-SNAPSHOT.jar,44
100,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/launch4j-maven-plugin/fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea/original-without-dependencies/merge/launch4j-maven-plugin-1.7.9-SNAPSHOT.jar,45
101,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/auto-matter/5739d194fb360dde65820538263efddba683785f/original-without-dependencies/merge/auto-matter-0.15.1-SNAPSHOT.jar,46
102,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/auto-matter/5739d194fb360dde65820538263efddba683785f/original-without-dependencies/merge/auto-matter-0.15.1-SNAPSHOT.jar,47
103,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/auto-matter/5739d194fb360dde65820538263efddba683785f/original-without-dependencies/merge/auto-matter-0.15.1-SNAPSHOT.jar,48
104,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/jbake-maven-plugin/34fe642a4dd2f95ef72208fb0b7cea663e40f3ad/original-without-dependencies/merge/jbake-maven-plugin-0.0.10-SNAPSHOT.jar,49
105,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
106,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
107,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
108,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
109,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
110,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
111,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
112,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
113,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
114,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,50
115,2,4,4,2,True,True,True,True,/home/oav2/miningframework/output/files/mongodb-async-driver/d2f6677f0192ca72fb886a38029b7690dabcc7a0/original-without-dependencies/merge/mongodb-async-driver-1.2.4-SNAPSHOT.jar,51
116,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
117,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
118,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
119,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
120,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
121,5,5,5,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
122,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
123,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
124,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
125,3,3,3,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
126,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
127,2,2,2,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
128,1,1,1,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
129,4,4,4,0,True,True,True,True,/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,52
