scenario_jar,num_conflicts,num_scenarios
/home/oav2/miningframework/output/files/hbnpojogen/16f458ccc0b3675ec72a298481794ed4afd70666/original-without-dependencies/merge/hbnpojogen-core-1.4.32-jar-with-dependencies.jar,1,1
/home/oav2/miningframework/output/files/hprof-parser/3668fd734f79c2b949f0703654dfda812c800707/original-without-dependencies/merge/hprof-parser-1.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/helpscout-api-java/7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3/original-without-dependencies/merge/helpscout-api-1.0.jar,3,2
/home/oav2/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT.jar,14,1
/home/oav2/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-standalone-1.0.4-SNAPSHOT.jar,2,1
/home/oav2/miningframework/output/files/google-oauth-plugin/94f08c7c32d576d99ddd3e215b67653fc99eaeca/original-without-dependencies/merge/google-oauth-plugin.jar,1,1
/home/oav2/miningframework/output/files/ec2-plugin/6520e9f879484a1b38e0abebc3b88de7662d2cb5/original-without-dependencies/merge/ec2.jar,1,1
/home/oav2/miningframework/output/files/active-directory-plugin/2ea4fe7df1bd84db4fc64f04053f6e23a3460df6/original-without-dependencies/merge/active-directory.jar,1,1
/home/oav2/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,2,1
/home/oav2/miningframework/output/files/log-parser-plugin/a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8/original-without-dependencies/merge/log-parser.jar,1,1
/home/oav2/miningframework/output/files/coverity-plugin/22b9d50b9e08c024210a30efab4f82b3933f56e6/original-without-dependencies/merge/coverity.jar,1,1
/home/oav2/miningframework/output/files/coverity-plugin/e6e4f8a32b62f8753af9950b4f434ec4e7ffd07f/original-without-dependencies/merge/coverity.jar,2,1
/home/oav2/miningframework/output/files/maven-hpi-plugin/d65f4ba879cf14e39c5e502787d736afa054ea92/original-without-dependencies/merge/maven-hpi-plugin-3.44-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,8,4
/home/oav2/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,2,1
/home/oav2/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,13,2
/home/oav2/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,3,1
/home/oav2/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,2,1
/home/oav2/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,5,2
/home/oav2/miningframework/output/files/typescript-generator/1c03813f0d5593fbea4d3572a6ef028da3f034bd/original-without-dependencies/merge/typescript-generator-core-1.16-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,4,1
/home/oav2/miningframework/output/files/californium/88ff010738dcb2c9e0726af7b6a7feb4daf1f333/original-without-dependencies/merge/cf-helloworld-server-3.0.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/californium/4f29e53f0a4805f5a85c73d0bfa314606494611d/original-without-dependencies/merge/cf-helloworld-server-2.4.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/californium/14cecab828b7b2ee4aa3e1728dff84940404fb02/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/proguard-maven-plugin/f451e7e614d307e53025ba5738baa26724d3ad54/original-without-dependencies/merge/proguard-maven-plugin-2.1.1-SNAPSHOT.jar,4,1
/home/oav2/miningframework/output/files/proguard-maven-plugin/65fb4b434c390988653d6eec5ae61a4a60ef3f7a/original-without-dependencies/merge/proguard-maven-plugin-2.0.15-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,2,1
/home/oav2/miningframework/output/files/californium/54e272279f793bc458312aeab5105779434513e3/original-without-dependencies/merge/cf-helloworld-server-2.0.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/californium/677286ef24f95757ec5b9ec89648a99bba9bdd67/original-without-dependencies/merge/californium-core-2.0.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/jndn/62f89871b57a8bc206428dacff6bde4e6fd305c3/original-without-dependencies/merge/jndn-0.7.jar,1,1
/home/oav2/miningframework/output/files/spark/86bef5bbb81339f758b65b80a8488c5a10ef4d41/original-without-dependencies/merge/spark-core-2.5.6-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/pom-manipulation-ext/a282eb864b0390a93e0559ccce1cfa4ab624112b/original-without-dependencies/merge/pom-manipulation-io-3.7-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/designwizard/58fcd555cc6909bb7ca3df27d277600d8c871a81/original-without-dependencies/merge/designwizard-1.5-SNAPSHOT.jar,3,1
/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-gpl-5.9.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/bioformats/610943fe9c1095e525a242533116e473616e16c6/original-without-dependencies/merge/formats-bsd-5.9.0-SNAPSHOT.jar,7,1
/home/oav2/miningframework/output/files/jadb/6c84fe654222121475fb066fd217db3143fb901a/original-without-dependencies/merge/jadb-1.1.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/spotify-web-api-java/e836da54e76e85cf60a2b34fc264e75a21d6f97a/original-without-dependencies/merge/spotify-web-api-java-9.0.0-RC1.jar,1,1
/home/oav2/miningframework/output/files/launch4j-maven-plugin/fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea/original-without-dependencies/merge/launch4j-maven-plugin-1.7.9-SNAPSHOT.jar,3,2
/home/oav2/miningframework/output/files/auto-matter/5739d194fb360dde65820538263efddba683785f/original-without-dependencies/merge/auto-matter-0.15.1-SNAPSHOT.jar,3,3
/home/oav2/miningframework/output/files/jbake-maven-plugin/34fe642a4dd2f95ef72208fb0b7cea663e40f3ad/original-without-dependencies/merge/jbake-maven-plugin-0.0.10-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/migration-tools/de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb/original-without-dependencies/merge/nuodb-migrator-core-2.0-SNAPSHOT.jar,33,5
/home/oav2/miningframework/output/files/mongodb-async-driver/d2f6677f0192ca72fb886a38029b7690dabcc7a0/original-without-dependencies/merge/mongodb-async-driver-1.2.4-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/mongodb-async-driver/2df4f3664dbf6f7217cd03ea369c9f7d28427892/original-without-dependencies/merge/mongodb-async-driver-1.1.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/vectorz/889e8999395fb5f60266d32bec790fc2ad3daeb8/original-without-dependencies/merge/vectorz-0.33.1-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/scim-schema/3f675dd978c33c6f953bfda952bf10707d8a35b0/original-without-dependencies/merge/scim-schema-0.40-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/vraptor-test/1c3d2c41ff4296c14871ee53be77059a2467b0d8/original-without-dependencies/merge/vraptor-test-4.0.1-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/iban4j/52ace4f3cfdb442793c5a0b0f4b58c8fa5397c69/original-without-dependencies/merge/iban4j-3.2.4-RELEASE.jar,3,1
/home/oav2/miningframework/output/files/iban4j/f3bf7d2b03dc703f74882f2f478e90e86db121a1/original-without-dependencies/merge/iban4j-3.2.3-RELEASE.jar,4,1
/home/oav2/miningframework/output/files/iban4j/cb73f417d976a89c1b5066506a6ec368556845f6/original-without-dependencies/merge/iban4j-3.2.2-RELEASE.jar,1,1
/home/oav2/miningframework/output/files/canal/10930b9e3d7a006f4c1c0eba42dfa6bfddc0a468/original-without-dependencies/merge/canal.parse-1.0.21-SNAPSHOT.jar,3,1
/home/oav2/miningframework/output/files/roller/a963bb123df4591e12bfc0511791d9c79a71c0f7/original-without-dependencies/merge/roller-classes.jar,1,1
/home/oav2/miningframework/output/files/accumulo/7688eaf0b684a2bb76a0b49bff9a79763d41a8e5/original-without-dependencies/merge/accumulo-fate-1.6.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/accumulo/8312b0740ecdfaff7afd963e8bab91a0bfdeafd1/original-without-dependencies/merge/accumulo-core-1.6.0-SNAPSHOT.jar,3,1
/home/oav2/miningframework/output/files/staxmapper/8df8c6aad07328ccec3c4326485074342d85673b/original-without-dependencies/merge/staxmapper-1.2.0.Beta1-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/remoting-jmx/de3218ef58ebd3293e2afbe472f5a90f5c33e0e0/original-without-dependencies/merge/remoting-jmx-3.0.5.CR1-SNAPSHOT.jar,6,2
/home/oav2/miningframework/output/files/discovery/99c2bc3a686bfaa15e56484c3828e1fb0e17cfd6/original-without-dependencies/merge/discovery-plugin-strategy-starter-gateway-6.11.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/discovery/b71b398b74eea4b8684bfdb091c43e58b627403d/original-without-dependencies/merge/discovery-plugin-strategy-starter-gateway-6.11.0-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/onebusaway-application-modules/ba2d6fe10eae216d17524dc64f80ae34df5adef6/original-without-dependencies/merge/onebusaway-phone-2.3.4-cs-SNAPSHOT-withAllDependencies.jar,1,1
/home/oav2/miningframework/output/files/onebusaway-application-modules/a21c48b8807544c88faf02f00c51ae2bd26d3d8b/original-without-dependencies/merge/onebusaway-phone-2.2.8-cs-SNAPSHOT-withAllDependencies.jar,1,1
/home/oav2/miningframework/output/files/nfe/a4be269d5dc77dafeedaa7986ce331f1dac5bfae/original-without-dependencies/merge/nfe-3.0.31-SNAPSHOT.jar,1,1
/home/oav2/miningframework/output/files/nfe/4ac342c432689950341e05b7e8397f2ff793dbe4/original-without-dependencies/merge/nfe-3.0.6-SNAPSHOT.jar,2,2
/home/oav2/miningframework/output/files/nfe/e844ec0fb51e9a8692e52dd917a51c8f6efbad5c/original-without-dependencies/merge/nfe-3.0.1-SNAPSHOT.jar,3,1
/home/oav2/miningframework/output/files/dcm4che/751257d4699542e73929367a83fe59d2989fafca/original-without-dependencies/merge/dcm4che-imageio-opencv-5.23.0.jar,1,1
/home/oav2/miningframework/output/files/datasift-java/be06e5debddb07eb337ae8c84897bc47873f59f7/original-without-dependencies/merge/datasift-java-2.1.0.jar,2,1
/home/oav2/miningframework/output/files/datasift-java/27ae5e0af9801b9e37cd960e12136404eae3676e/original-without-dependencies/merge/datasift-java-1.1.1-SNAPSHOT.jar,6,2
