Time_Sec,CPU_Percent,Memory_GB
0.0,0.0,0.0009
1.0,189.5,0.2024
2.01,30.9,0.4407
3.01,204.5,0.6007
4.01,271.2,0.8187
5.02,238.4,0.9185
6.02,268.5,0.9791
7.02,288.2,1.0847
8.02,284.3,1.2063
9.03,268.9,1.3129
10.03,207.2,1.395
11.03,3.0,1.5795
12.04,176.5,1.7607
13.04,280.1,1.9203
14.04,276.1,2.0197
15.05,299.2,2.219
16.05,299.1,2.3614
17.05,30.9,1.7514
18.05,291.2,1.9846
19.06,301.2,2.2952
20.06,270.2,2.4245
21.06,298.1,2.6904
22.07,299.3,2.9877
23.07,299.1,3.233
24.07,298.1,3.4227
25.07,300.1,3.58
26.08,297.2,3.7591
27.08,300.1,3.917
28.08,297.1,4.1346
29.09,299.1,4.2402
30.09,300.1,4.4008
31.09,298.1,4.5327
32.1,299.1,4.6391
33.1,299.4,4.743
34.1,297.1,4.8955
35.1,297.1,5.0916
36.11,253.8,5.173
37.11,138.7,5.2538
38.12,189.9,5.339
39.12,140.2,5.4764
40.13,121.4,5.5751
41.13,128.3,5.6707
42.14,161.1,5.7285
43.14,156.1,5.8209
44.15,200.5,5.9638
45.15,115.5,6.0543
46.15,201.3,6.1512
47.16,213.3,6.2293
48.16,139.9,6.2761
49.17,103.7,6.3486
50.17,102.4,6.4314
51.18,104.7,6.4813
52.18,121.3,6.5411
53.18,102.7,6.5977
54.19,154.6,6.8856
55.19,98.8,6.8876
56.19,125.4,6.8876
57.2,148.6,6.8876
58.2,141.5,6.8876
59.2,98.7,6.8876
60.21,100.7,6.8876
61.21,100.7,6.8876
62.22,102.4,6.8879
63.22,100.8,6.8879
64.22,109.7,6.8879
65.22,114.7,6.8879
66.23,104.8,6.8879
67.23,100.7,6.8879
68.23,101.6,6.8879
69.24,104.7,6.888
70.24,101.8,6.888
71.24,101.8,6.888
72.24,100.7,6.888
73.25,110.7,6.888
74.25,95.5,6.888
75.25,96.7,6.888
76.26,94.7,6.888
77.26,101.7,6.888
78.27,112.4,6.888
79.27,87.8,6.888
80.27,99.8,6.888
81.27,106.7,6.888
82.27,103.8,6.888
83.28,100.7,6.9391
84.28,100.7,6.988
85.28,101.8,6.988
86.29,99.7,6.988
87.29,101.7,6.988
88.29,98.8,6.988
89.29,109.7,6.988
90.3,100.7,6.988
91.3,172.5,6.988
92.3,161.6,6.9884
93.31,118.3,6.9886
94.31,102.7,6.9886
95.32,104.4,6.9886
96.32,102.4,6.9886
97.32,160.5,7.2547
98.33,99.5,7.3528
99.34,123.3,7.3528
100.34,103.4,7.3528
101.35,101.5,7.3528
102.35,101.4,7.3528
103.36,104.4,7.3528
104.36,102.4,7.3528
105.37,101.4,7.3528
106.38,100.4,7.3528
107.38,119.3,7.353
108.39,100.4,7.353
109.39,102.4,7.353
110.4,100.7,7.353
111.4,102.5,7.353
112.41,99.4,7.353
113.41,157.1,7.3668
114.42,101.4,7.3668
115.42,101.4,7.3668
116.43,100.4,7.3668
117.44,102.4,7.3669
118.44,104.4,7.3671
119.44,99.7,7.3671
120.45,102.5,7.3671
121.45,99.4,7.3671
122.46,101.5,7.3671
123.47,119.3,7.3671
124.47,100.7,7.3671
125.47,101.4,7.3671
126.48,100.4,7.3671
127.49,100.4,7.3671
128.49,143.2,7.3681
129.5,102.5,7.3681
130.5,100.4,7.3681
131.51,101.5,7.3681
132.51,101.4,7.3682
133.52,99.4,7.3682
134.52,102.4,7.3682
135.53,102.4,7.3682
136.53,100.4,7.3682
137.54,103.5,7.3682
138.55,129.2,7.3682
139.55,99.7,7.3682
140.55,100.4,7.3682
141.56,103.5,7.3682
142.57,146.3,7.3698
143.57,102.4,7.3699
144.58,101.4,7.3699
145.58,100.4,7.3699
146.59,99.4,7.3699
147.59,102.5,7.3699
148.6,104.4,7.3699
149.6,100.7,7.3699
150.61,100.5,7.3699
151.61,102.4,7.3699
152.62,100.4,7.3702
153.62,103.4,7.3702
154.63,100.4,7.3702
155.64,99.4,7.3702
156.64,101.4,7.3702
157.65,152.2,7.634
158.65,100.4,7.634
159.66,101.4,7.634
160.66,100.4,7.634
161.67,101.4,7.634
162.67,102.4,7.634
163.68,100.5,7.634
164.69,101.4,7.634
165.69,101.4,7.634
166.7,100.4,7.634
167.7,100.5,7.634
168.71,101.4,7.634
169.71,99.4,7.634
170.72,102.4,7.634
171.72,100.5,7.634
172.73,102.4,7.7862
173.74,100.4,8.0905
174.74,102.4,8.2044
175.75,188.9,8.499
176.75,101.5,8.499
177.76,101.4,8.499
178.76,100.5,8.499
179.77,102.5,8.499
180.77,99.5,8.499
181.78,100.4,8.499
182.78,102.5,8.499
183.79,100.5,8.499
184.79,101.4,8.499
185.8,100.5,8.499
186.8,102.5,8.499
187.81,99.4,8.499
188.82,100.4,8.499
189.82,102.4,8.499
190.83,99.4,8.499
191.83,102.4,8.499
192.84,101.4,8.499
193.84,101.4,8.4991
194.85,101.4,8.4991
195.85,99.4,8.4991
196.86,95.5,8.4991
197.86,100.7,8.4991
198.87,101.5,8.4991
199.87,100.4,8.4991
200.88,99.7,8.4993
201.88,102.7,8.4993
202.88,100.7,8.4996
203.89,101.5,8.4996
204.89,100.4,8.4996
205.9,99.4,8.4996
206.9,101.4,8.4996
207.91,100.4,8.4996
208.92,103.4,8.4996
209.92,101.4,8.4996
210.93,100.4,8.5001
211.93,101.5,8.5001
212.94,100.4,8.5001
213.94,100.5,8.5001
214.95,100.4,8.5001
215.95,99.4,8.5001
216.96,101.5,8.5001
217.96,101.5,8.5001
218.97,100.4,8.5001
219.98,101.4,8.5001
220.98,100.4,8.5001
221.99,102.4,8.5001
222.99,100.4,8.5003
224.0,101.4,8.5003
225.0,93.5,8.5003
226.01,102.5,8.5003
227.01,99.5,8.5003
228.02,101.4,8.5005
229.02,100.5,8.5005
230.03,101.4,8.5005
231.03,99.7,8.5005
232.04,100.6,8.5005
233.04,101.4,8.5005
234.05,101.4,8.5005
235.05,102.4,8.5005
236.06,99.4,8.5005
237.06,100.6,8.5005
238.07,94.5,8.5005
239.07,99.7,8.5005
240.08,100.5,8.5005
241.08,100.3,8.5005
242.09,101.5,8.5005
243.09,101.4,8.5005
244.1,99.4,8.5005
245.1,101.5,8.5005
246.11,101.4,8.5005
247.11,99.5,8.5007
248.12,101.4,8.5007
249.13,100.5,8.5007
250.13,100.5,8.5007
251.14,101.5,8.5007
252.14,101.4,8.5007
253.15,100.4,8.5007
254.15,101.5,8.5007
255.16,100.5,8.5008
256.16,100.5,8.5008
257.17,102.5,8.5008
258.17,99.5,8.5008
259.18,102.4,8.5008
260.19,100.4,8.5008
261.19,102.4,8.5008
262.2,101.5,8.5009
263.2,100.5,8.5009
264.21,100.4,8.5009
265.21,100.5,8.5009
266.22,92.6,8.5009
267.22,100.5,8.5009
268.23,101.4,8.5009
269.23,99.5,8.5009
270.24,101.4,8.5009
271.24,101.4,8.5009
272.25,101.4,8.5009
273.26,102.4,8.5009
274.26,99.5,8.5009
275.27,100.5,8.5009
276.27,102.5,8.5009
277.28,100.5,8.5009
278.28,101.4,8.5009
279.29,100.4,8.5013
280.29,100.5,8.5013
281.3,102.4,8.5013
282.31,99.5,8.5016
283.31,101.7,8.5018
284.31,99.5,8.5018
285.32,101.4,8.5018
286.32,101.5,8.5018
287.33,100.4,8.5018
288.34,99.4,8.5018
289.34,100.5,8.5018
290.35,100.5,8.5018
291.35,101.8,8.5018
292.35,98.8,8.5021
293.35,102.6,8.5021
294.36,100.5,8.5021
295.36,102.5,8.5021
296.37,99.4,8.5021
297.38,101.4,8.5022
298.38,100.4,8.5022
299.39,100.5,8.5022
300.39,101.5,8.5022
301.4,99.5,8.5022
302.4,100.5,8.5022
303.4,101.7,8.5022
304.41,99.7,8.5022
305.41,102.5,8.5022
306.42,99.5,8.5022
307.42,101.5,8.5022
308.43,101.4,8.5022
309.43,100.5,8.5022
310.44,101.5,8.5022
311.45,100.5,8.5022
312.45,100.5,8.5022
313.46,104.5,8.5023
314.46,100.4,8.5023
315.47,100.5,8.5023
316.47,100.5,8.5023
317.48,7.0,1.7989
318.48,241.4,1.9253
319.48,277.1,2.0196
320.49,210.9,2.1008
321.49,176.6,2.1507
322.49,229.8,2.208
323.5,1859.5,1.739
324.5,266.3,1.896
325.5,272.4,2.0037
326.51,7.0,1.7944
327.51,278.1,1.9474
328.51,292.1,2.0612
329.52,8.0,1.7895
330.52,251.4,1.927
331.52,284.2,2.0381
332.52,6.0,1.8078
333.53,254.2,1.9406
334.53,272.2,2.0272
335.53,5.0,1.7688
336.54,290.1,1.9241
337.54,270.6,2.0149
338.54,284.1,2.1948
339.55,13.0,1.8063
340.55,281.2,1.9567
341.55,299.3,2.1209
342.56,12.0,1.7561
343.56,280.2,1.9504
344.56,294.1,2.346
345.57,276.1,2.6075
346.57,283.1,2.7265
347.57,291.3,2.9228
348.58,299.0,3.2114
349.58,300.2,3.5062
350.58,298.1,3.7842
351.59,300.2,4.0396
352.59,299.1,4.2202
353.59,299.1,4.4544
354.59,298.4,4.6847
355.6,298.1,4.8131
356.6,299.1,5.0592
357.6,300.1,5.2079
358.61,299.1,5.3193
359.61,299.1,5.4286
360.61,299.3,5.6053
361.61,297.2,5.829
362.62,301.1,5.9514
363.62,278.2,6.0519
364.62,272.8,6.403
365.63,129.3,6.5236
366.63,187.4,6.7979
367.64,162.1,6.9773
368.64,121.3,6.9773
369.65,180.0,6.9773
370.65,124.3,6.9773
371.66,106.7,6.9773
372.66,155.5,7.0773
373.66,171.5,7.0773
374.67,102.8,7.0776
375.67,100.7,7.0776
376.67,102.7,7.0776
377.67,98.8,7.0776
378.68,130.6,7.0776
379.68,171.5,7.0776
380.68,159.7,7.0776
381.68,101.7,7.0776
382.69,100.7,7.0776
383.69,99.7,7.0776
