conflict_index,left_stacktrace_length,right_stacktrace_length,conflict_depth,stacktrace_diff,same_class,same_method,scenario_jar,scenario_index
12,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
13,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
14,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
15,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
16,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
17,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
18,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
19,1,1,1,0,True,True,/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/merge/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,3
20,3,3,3,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,4
21,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,4
22,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,4
23,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,4
24,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,4
25,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,4
26,3,3,3,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,5
27,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,5
28,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,5
29,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,5
30,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,5
31,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,5
32,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,6
33,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,7
34,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,8
35,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,8
36,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,9
37,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,9
38,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,10
39,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,10
40,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,11
41,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,11
42,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,12
43,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,12
44,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,13
45,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,13
46,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,14
47,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,14
48,2,2,2,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,15
49,1,1,1,0,True,True,/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/merge/jetty-bootstrap-1.0.4-SNAPSHOT.jar,15
50,3,8,8,5,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,16
51,3,8,8,5,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,16
52,1,1,1,0,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,16
53,11,6,11,5,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,17
54,4,8,8,4,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,17
55,3,8,8,5,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,17
56,4,8,8,4,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,17
57,1,1,1,0,True,True,/home/miningframework/output/files/ldap-plugin/eea7336ee4cf2e275c469bea99f549eba74fdc2b/original-without-dependencies/merge/ldap.jar,17
58,4,3,4,1,True,True,/home/miningframework/output/files/log-parser-plugin/a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8/original-without-dependencies/merge/log-parser.jar,18
59,4,3,4,1,True,True,/home/miningframework/output/files/log-parser-plugin/a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8/original-without-dependencies/merge/log-parser.jar,19
60,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,20
61,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,20
62,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,21
63,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,21
64,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,22
65,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,22
66,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,23
67,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,23
68,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,24
69,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,24
70,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,25
71,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,25
72,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,26
73,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,26
74,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,27
75,1,1,1,0,True,True,/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/merge/coverity.jar,27
76,1,1,1,0,True,True,/home/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,28
77,1,1,1,0,True,True,/home/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,28
78,1,1,1,0,True,True,/home/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,29
79,1,1,1,0,True,True,/home/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/merge/jira-client-0.5-SNAPSHOT.jar,29
80,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,30
81,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,31
82,3,3,3,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,31
83,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
84,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
85,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
86,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
87,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
88,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
89,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
90,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
91,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
92,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
93,4,4,4,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
94,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
95,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
96,1,1,1,0,True,True,/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,32
97,3,4,4,1,True,True,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,33
98,2,1,2,1,True,False,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,33
99,3,2,3,1,True,False,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,33
100,3,4,4,1,True,True,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,34
101,3,4,4,1,True,True,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,34
102,2,1,2,1,True,False,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,34
103,6,6,6,0,True,True,/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/merge/hdt-java-core-2.1-SNAPSHOT.jar,34
104,2,2,2,0,True,True,/home/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,35
105,3,3,3,0,True,True,/home/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,35
106,2,2,2,0,True,True,/home/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,36
107,5,5,5,0,True,True,/home/miningframework/output/files/openkeepass/3dc44ae983c2022ca0544609982fcac1ec1bff0c/original-without-dependencies/merge/openkeepass-0.6.0-SNAPSHOT.jar,36
108,6,9,9,3,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,37
109,9,7,9,2,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,37
110,10,8,10,2,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,37
111,6,9,9,3,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,38
112,7,8,8,1,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,38
113,10,8,10,2,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,38
114,9,6,9,3,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,39
115,8,6,8,2,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,39
116,9,6,9,3,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,40
117,8,6,8,2,True,True,/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/merge/openkeepass-0.5.1-SNAPSHOT.jar,40
118,8,7,8,1,True,True,/home/miningframework/output/files/typescript-generator/1c03813f0d5593fbea4d3572a6ef028da3f034bd/original-without-dependencies/merge/typescript-generator-core-1.16-SNAPSHOT.jar,41
119,12,11,12,1,True,True,/home/miningframework/output/files/typescript-generator/1c03813f0d5593fbea4d3572a6ef028da3f034bd/original-without-dependencies/merge/typescript-generator-core-1.16-SNAPSHOT.jar,42
120,3,3,3,0,True,True,/home/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,43
121,1,1,1,0,True,True,/home/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,43
122,1,1,1,0,True,True,/home/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,43
123,3,3,3,0,True,True,/home/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,44
124,1,1,1,0,True,True,/home/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,44
125,1,1,1,0,True,True,/home/miningframework/output/files/jqm4gwt/6513def00e116ce29ef9eaeae02e18b8ec9a41db/original-without-dependencies/merge/jqm4gwt-library-1.3.1-SNAPSHOT.jar,44
126,4,4,4,0,True,True,/home/miningframework/output/files/californium/88ff010738dcb2c9e0726af7b6a7feb4daf1f333/original-without-dependencies/merge/cf-benchmark-observe-3.0.0-SNAPSHOT.jar,45
127,4,4,4,0,True,True,/home/miningframework/output/files/californium/4f29e53f0a4805f5a85c73d0bfa314606494611d/original-without-dependencies/merge/cf-helloworld-server-2.4.0-SNAPSHOT.jar,46
128,4,4,4,0,True,True,/home/miningframework/output/files/californium/14cecab828b7b2ee4aa3e1728dff84940404fb02/original-without-dependencies/merge/cf-plugtest-client-2.0.0-SNAPSHOT.jar,47
129,3,3,3,0,True,True,/home/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-plugtest-client-2.0.0-SNAPSHOT.jar,48
130,4,4,4,0,True,True,/home/miningframework/output/files/californium/82c3891f53102534d57b4ff829c957b9a44d79bd/original-without-dependencies/merge/cf-plugtest-client-2.0.0-SNAPSHOT.jar,48
131,4,4,4,0,True,True,/home/miningframework/output/files/californium/677286ef24f95757ec5b9ec89648a99bba9bdd67/original-without-dependencies/merge/californium-core-2.0.0-SNAPSHOT.jar,49
132,4,4,4,0,True,True,/home/miningframework/output/files/californium/677286ef24f95757ec5b9ec89648a99bba9bdd67/original-without-dependencies/merge/californium-core-2.0.0-SNAPSHOT.jar,50
133,3,3,3,0,True,True,/home/miningframework/output/files/jndn/62f89871b57a8bc206428dacff6bde4e6fd305c3/original-without-dependencies/merge/jndn-0.7.jar,51
134,1,1,1,0,True,True,/home/miningframework/output/files/spark/86bef5bbb81339f758b65b80a8488c5a10ef4d41/original-without-dependencies/merge/spark-core-2.5.6-SNAPSHOT.jar,52
135,1,1,1,0,True,True,/home/miningframework/output/files/spark/86bef5bbb81339f758b65b80a8488c5a10ef4d41/original-without-dependencies/merge/spark-core-2.5.6-SNAPSHOT.jar,53
136,5,5,5,0,True,True,/home/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,54
137,6,3,6,3,True,True,/home/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,54
138,5,5,5,0,True,True,/home/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,55
139,6,3,6,3,True,True,/home/miningframework/output/files/spark/d8f6320e4c6d98ce16ebc33f07700bee9a95ae24/original-without-dependencies/merge/spark-core-2.5.3-SNAPSHOT.jar,55
140,4,2,4,2,True,True,/home/miningframework/output/files/pom-manipulation-ext/a282eb864b0390a93e0559ccce1cfa4ab624112b/original-without-dependencies/merge/pom-manipulation-io-3.7-SNAPSHOT.jar,56
141,4,2,4,2,True,True,/home/miningframework/output/files/pom-manipulation-ext/a282eb864b0390a93e0559ccce1cfa4ab624112b/original-without-dependencies/merge/pom-manipulation-io-3.7-SNAPSHOT.jar,57
