Time_Sec,CPU_Percent,Memory_GB
0.0,0.0,0.0009
1.01,201.3,0.2001
2.01,48.9,0.4238
3.01,221.3,0.582
4.01,316.1,0.8228
5.02,250.9,0.8782
6.02,320.0,0.9505
7.02,332.1,1.0472
8.03,343.3,1.1285
9.03,293.8,1.2454
10.03,309.9,1.3113
11.04,243.2,1.4753
12.04,353.0,1.6068
13.05,1526.7,1.8829
14.05,325.9,2.0055
15.05,328.2,2.2505
16.05,22.0,1.6228
17.06,295.5,1.8848
18.06,321.2,2.2202
19.07,342.0,2.3493
20.07,348.0,2.6065
21.07,334.2,2.8907
22.08,315.3,3.1331
23.09,311.3,3.3434
24.09,307.3,3.5239
25.1,311.2,3.7254
26.1,307.4,3.9532
27.11,308.3,4.1452
28.11,308.3,4.2774
29.12,301.2,4.4691
30.13,303.2,4.5684
31.13,301.3,4.7011
32.14,302.3,4.864
33.14,307.6,5.0734
34.15,302.3,5.1641
35.15,301.4,5.2565
36.16,254.7,5.3541
37.16,190.9,5.5174
38.17,141.3,5.597
39.17,140.3,5.6911
40.18,144.2,5.772
41.18,242.6,5.8975
42.19,119.4,6.0274
43.2,161.1,6.1661
44.2,109.4,6.2495
45.21,153.1,6.3101
46.21,103.4,6.4186
47.22,107.5,6.4873
48.22,158.1,6.5544
49.23,156.5,6.8303
50.23,127.3,6.8981
51.23,105.7,6.9232
52.24,140.6,6.9232
53.24,111.5,6.9232
54.25,101.4,6.9233
55.25,102.7,6.9233
56.25,105.5,6.9233
57.26,103.4,6.9233
58.27,127.4,6.9233
59.27,120.4,6.9233
60.28,108.4,6.9233
61.28,101.2,6.9233
62.29,112.4,6.9233
63.29,101.4,6.9233
64.3,112.4,6.9233
65.3,103.5,6.9233
66.31,121.4,6.9233
67.32,100.5,6.9387
68.32,115.4,7.0233
69.33,141.2,7.0236
70.33,105.4,7.0236
71.34,141.2,7.0236
72.34,118.4,7.0236
73.35,102.4,7.0236
74.35,102.5,7.0236
75.36,103.4,7.0238
76.36,106.4,7.0239
77.37,119.4,7.0239
78.37,212.9,7.0239
79.38,229.9,7.0241
80.38,127.3,7.0243
81.39,102.5,7.0243
82.4,112.4,7.0243
83.4,163.1,7.3365
84.41,107.4,7.3365
85.41,106.4,7.3365
86.42,107.4,7.3366
87.42,116.5,7.3366
88.43,100.5,7.3366
89.43,100.5,7.3366
90.44,100.5,7.3366
91.44,102.5,7.3366
92.45,152.2,7.3518
93.45,103.5,7.3518
94.46,100.5,7.3518
95.46,101.5,7.3518
96.47,99.5,7.3518
97.47,101.5,7.3518
98.48,104.5,7.3518
99.48,100.5,7.3518
100.49,100.5,7.3518
101.49,101.5,7.3518
102.5,150.2,7.3523
