Time_Sec,CPU_Percent_Total,Memory_GB
1,197.224,0.28722
2,214.423,0.47075999999999996
3,239.44699999999995,0.62908
4,291.817,0.8469599999999998
5,266.66900000000004,0.9425999999999999
6,296.78799999999995,1.0480399999999999
7,321.3380000000001,1.13208
8,332.337,1.19855
9,323.256,1.33886
10,280.54,1.4138
11,253.81,1.4530099999999997
12,216.21699999999996,1.52928
13,325.067,1.67139
14,316.09899999999993,1.8497499999999998
15,310.72900000000004,1.9862099999999998
16,335.067,2.1701899999999994
17,340.44,2.35465
18,283.752,1.97563
19,306.246,1.9941499999999999
20,323.752,2.2861000000000002
21,339.742,2.4614700000000003
22,347.254,2.74415
23,337.107,2.98846
24,323.52000000000004,3.17054
25,313.639,3.3719699999999997
26,311.073,3.6264600000000002
27,312.4,3.9625500000000002
28,310.3910000000001,4.28655
29,306.726,4.603489999999999
30,306.4599999999999,4.900219999999999
31,306.89300000000003,5.14908
32,294.658,5.391509999999999
33,282.51300000000003,5.7087900000000005
34,241.49699999999999,6.04664
35,154.33599999999998,6.425839999999999
36,141.829,6.79272
37,144.02799999999996,6.99274
38,113.66099999999999,7.03074
39,126.53900000000002,7.04871
40,162.106,7.049600000000001
41,142.454,7.05245
42,142.113,7.05262
43,203.51000000000002,7.052960000000001
44,120.84599999999998,7.05141
45,103.989,7.051409999999999
46,108.2,7.0514199999999985
47,105.766,7.05142
48,115.53399999999999,7.051549999999999
49,127.57199999999997,7.0618
50,115.689,7.06297
51,127.69299999999998,7.091069999999999
52,142.75100000000003,7.124210000000001
53,147.12,7.13176
54,143.454,6.57462
55,173.507,6.073000000000001
56,192.873,6.2781199999999995
57,145.85100000000003,6.3442799999999995
58,151.13299999999998,6.382
59,142.02200000000002,4.149520000000001
60,246.983,2.5532200000000005
61,298.86400000000003,2.07158
62,251.513,2.14004
63,256.146,2.12079
64,262.546,2.03185
65,310.291,2.08938
66,278.45799999999997,1.9984099999999998
67,308.3330000000001,2.0434000000000005
68,333.01300000000003,2.08591
69,291.28299999999996,2.02936
70,308.081,2.0658999999999996
71,307.178,2.0166399999999998
72,301.50300000000004,2.02329
73,322.875,2.093
74,291.78000000000003,2.02105
75,327.053,2.1523200000000005
76,326.89000000000004,2.1294600000000004
77,308.33299999999997,2.1550900000000004
78,311.96099999999996,2.2736
79,323.43899999999996,2.33651
80,307.562,2.30473
81,307.5949999999999,2.51307
82,323.97999999999996,2.7814299999999994
83,313.22200000000004,2.94047
84,326.479,3.1331800000000003
85,313.621,3.31447
86,287.94,3.4273800000000003
87,289.942,3.54451
88,307.514,3.69561
89,298.271,3.8753400000000005
90,295.651,4.06793
91,303.766,4.2637
92,305.14500000000004,4.45241
93,303.197,4.6656
94,284.357,4.89954
95,293.35599999999994,5.17365
96,296.71,5.388330000000001
97,283.659,5.578940000000001
98,265.78799999999995,5.79172
99,264.03999999999996,5.999720000000001
100,264.948,6.17066
101,248.55200000000005,6.35144
102,223.49900000000002,6.51405
103,218.56,6.69182
104,199.93400000000003,6.868549999999999
105,183.75499999999997,7.0557
106,174.45599999999996,7.125450000000001
107,174.494,7.156389999999999
108,168.65699999999998,7.209339999999999
109,147.638,7.247200000000001
110,165.42899999999997,7.34093
111,142.832,7.372310000000001
112,157.01600000000002,7.37233
113,147.56300000000002,7.38193
114,167.37099999999998,7.38202
