Time_Sec,CPU_Percent_Total,Memory_GB
1,200.63100000000003,0.18270999999999998
2,247.42399999999998,0.39149
3,229.698,0.55364
4,304.46899999999994,0.7850699999999999
5,288.70500000000004,0.89273
6,328.022,0.98063
7,341.947,1.0926
8,308.98699999999997,1.23713
9,275.924,1.3120800000000001
10,220.471,1.4428199999999998
11,303.70300000000003,1.6111799999999998
12,315.68,1.9054299999999997
13,335.16499999999996,2.07951
14,339.90500000000003,2.29721
15,325.97299999999996,2.67498
16,325.768,3.07804
17,309.75299999999993,3.39999
18,308.21899999999994,3.7839800000000006
19,307.0,4.12926
20,305.537,4.491569999999999
21,302.52000000000004,4.86092
22,305.8,5.26131
23,304.106,5.2073599999999995
24,307.766,4.9741599999999995
25,315.09400000000005,5.23778
26,265.325,2.0066200000000003
27,316.69200000000006,2.0997399999999997
28,337.74300000000005,2.32352
29,330.552,2.5775599999999996
30,321.81,2.92198
31,320.976,3.30591
32,313.37299999999993,3.65475
33,308.764,4.02708
34,308.81399999999996,4.33718
35,304.37500000000006,4.421150000000001
36,291.385,4.034009999999999
37,309.571,4.36115
38,306.33000000000004,4.629860000000001
39,318.72400000000005,4.926589999999999
40,299.158,4.649490000000001
41,284.505,3.3624400000000003
42,291.31399999999996,2.28226
43,305.275,1.8014799999999997
44,318.052,1.7652100000000002
45,325.17699999999996,1.8305699999999998
46,306.906,1.82126
47,331.97900000000004,1.9943300000000004
48,334.765,2.12601
49,311.15299999999996,2.1610300000000002
50,306.688,1.97796
51,298.02,1.88905
52,332.363,1.9314699999999998
53,305.53799999999995,1.79164
54,319.038,1.9280199999999996
55,310.144,1.9392000000000003
56,305.398,1.9314200000000004
57,284.26899999999995,1.8355799999999998
58,312.026,1.9535699999999998
59,311.063,1.9156399999999998
60,309.149,1.9151699999999998
61,306.098,1.93317
62,308.293,1.97391
63,296.009,2.02084
64,288.234,2.02525
65,301.373,2.0744100000000003
66,295.446,1.9852600000000002
67,319.45500000000004,2.09522
68,307.573,2.01539
69,314.459,2.05337
70,332.46400000000006,2.1583200000000002
71,332.97900000000004,2.3075
72,308.62500000000006,2.48588
