Time_Sec,CPU_Percent_Total,Memory_GB
1.0,235.1,0.3851
2.0,249.25,0.6123
3.0,274.16,0.8486
4.01,289.48,0.9603
5.01,298.12,1.0775
6.01,335.75,1.1737
7.01,342.25,1.2622
8.01,320.01,1.3831
9.01,291.07,1.4661
10.01,303.0,1.6395
11.01,323.64,1.8326
12.02,332.7,2.142
13.02,360.87,2.2579
14.02,338.13,2.4861
15.02,310.73,2.7108
16.02,308.5,2.9572
17.02,309.66,3.203
18.02,307.63,3.5297
19.03,307.86,3.8834
20.03,306.81,4.2024
21.03,303.16,4.5416
22.03,303.45,4.9312
23.03,303.71,5.322
24.03,301.23,5.682
25.03,306.78,6.0227
26.03,227.81,1.8398
27.04,316.93,2.136
28.04,358.19,2.3536
29.04,335.06,2.6638
30.04,315.33,2.9858
31.04,307.87,3.2934
32.04,306.35,3.5979
33.05,304.61,3.9403
34.05,303.34,4.2626
35.05,303.67,4.6049
36.05,303.11,5.038
37.05,302.0,5.4175
38.05,302.91,5.7954
39.05,263.05,3.2638
40.05,278.26,1.9598
41.06,347.01,2.0967
42.06,289.65,1.9705
43.06,348.16,2.1439
44.06,348.49,2.4347
45.06,321.82,2.7377
46.06,310.36,3.0198
47.06,310.47,3.3321
48.06,286.64,3.6256
49.07,263.16,1.9549
50.07,323.73,2.1816
51.07,344.77,2.3829
52.07,322.88,2.6323
53.07,314.03,2.887
54.07,306.24,3.1104
55.07,311.24,3.3117
56.07,312.45,3.5015
57.08,246.59,1.9129
58.08,371.54,2.1033
59.08,349.63,2.4413
60.08,234.68,2.9099
61.08,258.89,3.4136
62.08,111.6,3.948
63.09,150.41,1.795
64.09,292.17,1.9593
65.09,348.41,2.1502
66.09,327.63,2.4029
67.09,245.12,1.8913
68.09,368.42,2.0857
69.09,268.71,1.8995
70.09,317.39,2.0586
71.1,295.06,1.8961
72.1,309.85,2.075
73.1,312.75,1.9514
74.1,294.11,2.1179
75.1,322.96,1.8933
76.1,314.34,2.1628
77.1,355.66,2.3168
78.1,266.27,2.0068
79.11,317.32,2.1733
80.11,355.57,2.3655
81.11,335.89,2.6065
82.11,201.28,1.9829
83.11,306.45,2.1533
84.11,360.68,2.3142
85.11,329.71,2.5522
86.12,254.99,2.0579
87.12,325.78,2.1994
88.12,346.75,2.4208
89.12,288.85,1.9028
90.12,301.25,2.1262
91.12,332.47,2.2561
92.12,336.8,2.4979
93.12,254.15,2.0166
