scenario_jar,num_conflicts,num_scenarios
/home/miningframework/output/files/hbnpojogen/16f458ccc0b3675ec72a298481794ed4afd70666/original-without-dependencies/hbnpojogen-core-1.4.32-jar-with-dependencies.jar,1,1
/home/miningframework/output/files/helpscout-api-java/7dde5bbe5d07ba446e8d8b7b942d378b40f2b5c3/original-without-dependencies/helpscout-api-1.0.jar,2,2
/home/miningframework/output/files/ldp-testsuite/a7515238ae8139c8d6b2ee7e042183294ca3869f/original-without-dependencies/ldp-testsuite-1.0.0-SNAPSHOT-shaded.jar,12,1
/home/miningframework/output/files/jetty-bootstrap/17deab171882d57f5d02052ea6e631cb11aa0d55/original-without-dependencies/jetty-bootstrap-1.0.4-SNAPSHOT.jar,16,6
/home/miningframework/output/files/google-oauth-plugin/94f08c7c32d576d99ddd3e215b67653fc99eaeca/original-without-dependencies/google-oauth-plugin.jar,1,1
/home/miningframework/output/files/ec2-plugin/6520e9f879484a1b38e0abebc3b88de7662d2cb5/original-without-dependencies/ec2.jar,1,1
/home/miningframework/output/files/active-directory-plugin/2ea4fe7df1bd84db4fc64f04053f6e23a3460df6/original-without-dependencies/active-directory.jar,1,1
/home/miningframework/output/files/coverity-plugin/09ae8cd6353743a1ebbd9bbfb903b60d7c7bbf55/original-without-dependencies/coverity.jar,8,4
/home/miningframework/output/files/jira-client/3bc59bcee2e94a0905d0325aa037ecf68133ca64/original-without-dependencies/jira-client-0.5-SNAPSHOT.jar,1,1
/home/miningframework/output/files/hdt-java/cd88626a4e665e548f0981fdd26994e4819de68c/original-without-dependencies/hdt-java-core-2.1-SNAPSHOT.jar,12,2
/home/miningframework/output/files/hdt-java/75f3d402bc177bac168e7ea810c16f6d98776f89/original-without-dependencies/hdt-java-core-2.1-SNAPSHOT.jar,3,1
/home/miningframework/output/files/openkeepass/6218ade3f2e50f22e5e263714197f176e856c5a2/original-without-dependencies/openkeepass-0.5.1-SNAPSHOT.jar,2,1
