Time_Sec,CPU_Percent_Total,Memory_GB
1.0,222.39,0.3573
2.0,258.67,0.5757
3.0,242.91,0.7422
4.01,296.63,0.9473
5.01,276.23,1.0439
6.01,325.57,1.1098
7.01,328.89,1.2182
8.01,343.6,1.3478
9.01,317.39,1.4622
10.01,299.8,1.6187
11.02,345.32,1.8147
12.02,321.5,2.0613
13.02,342.59,2.214
14.02,354.97,2.4164
15.02,316.68,2.6614
16.02,308.36,2.906
17.02,307.61,3.1471
18.03,306.5,3.4363
19.03,307.03,3.7273
20.03,304.2,4.0955
21.03,305.95,4.4456
22.03,304.08,4.8064
23.03,303.88,5.2343
24.03,302.18,5.6238
25.04,303.35,5.9657
26.04,221.26,1.8291
27.04,348.41,2.1636
28.04,357.03,2.2909
29.04,340.45,2.5363
30.04,309.74,2.7856
31.04,310.39,3.0541
32.05,307.38,3.2965
33.05,312.55,3.5686
34.05,308.88,3.9323
35.05,303.93,4.2628
36.05,303.92,4.6217
37.05,305.65,5.0545
38.05,300.9,5.4416
39.06,304.7,5.8303
40.06,263.35,1.9189
41.06,311.01,1.9834
42.06,330.24,2.081
43.06,293.75,1.9335
44.06,350.19,2.1243
45.06,351.14,2.4046
46.07,327.59,2.7117
47.07,315.15,2.9856
48.07,305.13,3.3018
49.07,288.14,3.5501
50.07,128.78,3.8269
51.07,121.62,4.0448
52.08,111.1,4.1451
53.08,102.9,4.1838
54.08,106.35,4.228
55.08,101.25,4.2703
56.08,101.55,4.3524
57.08,164.24,4.5777
58.08,111.51,4.8246
59.09,101.04,4.8724
60.09,100.76,4.8992
61.09,101.21,4.9286
62.09,108.95,4.9584
63.09,100.86,4.9897
64.09,101.38,5.0159
65.09,102.4,5.0424
66.1,101.22,5.0675
67.1,102.74,5.0956
68.1,100.53,5.1168
69.1,101.09,5.1296
70.1,100.76,5.1524
71.1,100.94,5.1719
72.1,101.82,5.196
73.11,104.56,5.214
74.11,100.83,5.2383
75.11,101.21,5.2577
76.11,101.08,5.2804
77.11,101.24,5.3031
78.11,100.83,5.3261
79.11,100.85,5.3479
80.12,101.24,5.3663
81.12,101.22,5.3876
82.12,100.69,5.4042
83.12,101.54,5.4245
84.12,100.79,5.4416
85.12,101.15,5.4628
86.13,100.87,5.4823
87.13,100.88,5.5049
88.13,101.21,5.5281
89.13,100.82,5.544
90.13,100.8,5.5607
91.13,101.2,5.5782
92.13,101.07,5.6005
93.14,101.45,5.6202
94.14,100.89,5.6349
95.14,100.78,5.6488
96.14,101.2,5.6625
97.14,100.86,5.698
98.14,100.8,5.698
99.14,101.34,5.6983
100.15,100.82,5.7137
101.15,101.5,5.7264
102.15,101.39,5.7393
103.15,101.01,5.7575
104.15,101.2,5.769
105.15,124.23,6.0461
106.15,190.53,6.3497
107.16,101.68,6.6586
108.16,128.42,6.8205
109.16,101.08,6.8968
110.16,101.21,6.9207
111.16,103.99,6.9207
112.16,100.64,6.9207
113.16,101.17,6.9207
114.17,100.57,6.9207
115.17,100.96,6.9207
116.17,100.59,6.9207
117.17,100.74,6.9207
118.17,100.96,6.9207
119.17,100.59,6.9207
120.18,100.74,6.9207
121.18,101.28,6.9207
122.18,100.81,6.9207
123.18,101.07,6.9207
124.18,101.22,6.9207
125.18,100.76,6.9207
126.18,100.77,6.9207
127.18,101.26,6.9207
128.19,100.74,6.9207
129.19,102.58,6.9207
130.19,100.87,6.9207
131.19,100.95,6.9207
132.19,100.61,6.9207
133.19,101.11,6.9207
134.19,100.57,6.9207
135.19,100.54,6.9207
136.2,100.95,6.9207
137.2,100.64,6.9207
138.2,100.97,6.9207
139.2,101.92,6.9207
140.2,100.57,6.9207
141.2,100.96,6.9207
142.21,100.9,6.9207
143.21,100.93,6.9207
144.21,101.22,6.9207
145.21,102.55,6.9207
146.21,100.54,6.9207
147.21,101.01,6.9207
148.21,100.52,6.9207
149.22,100.96,6.9207
150.22,100.54,6.9207
151.22,100.52,6.9207
152.22,101.53,6.9207
153.22,100.96,6.9207
154.22,100.8,6.9207
155.22,100.89,6.9208
156.22,100.96,6.9208
157.23,100.63,6.9208
158.23,100.95,6.9208
159.23,100.87,6.9208
160.23,100.77,6.9208
161.23,101.15,6.9208
162.23,101.05,6.9208
163.24,100.96,6.9208
164.24,101.21,6.9208
165.24,100.8,6.9208
166.24,101.19,6.9208
167.24,100.9,6.9208
168.24,100.79,6.9209
169.24,101.35,6.9209
170.25,100.75,6.9209
171.25,101.0,6.9209
172.25,101.26,6.9209
173.25,101.03,6.9209
174.25,101.18,6.9209
175.25,100.78,6.9209
176.25,100.78,6.9209
177.26,101.83,6.9209
178.26,101.04,6.9209
179.26,101.23,6.9209
180.26,100.8,6.9209
